iata,city,state,latitude,longitude
7N1,Corning,NY,42.17590722,-77.11219278
7N7,Pedrictown,NJ,39.73556333,-75.39772111
7S0,Ronan,MT,47.57076861,-114.0967783
7S1,Twin Bridges,MT,45.53325917,-112.3091656
7S5,Independence,OR,44.86676444,-123.1982475
7S6,White Sulphur Springs,MT,46.50410722,-110.9132667
7S7,Valier,MT,48.29997583,-112.2508711
7V1,Buena Vista,CO,38.81416194,-106.1206939
7V7,Red Cloud,NE,40.08473556,-98.54061694
7W6,Englehard,NC,35.5623925,-75.95518417
80F,Antlers,OK,34.19260083,-95.64985889
81B,Norway,ME,44.15742611,-70.48129583
82C,New Lisbon,WI,43.83872167,-90.13768389
82V,Pine Bluffs,WY,41.15331528,-104.1302292
83D,St Ignace,MI,45.89029056,-84.73755083
84D,Eagle Butte,SD,44.984375,-101.2510417
84K,Meyers Chuck,AK,55.73963611,-132.2550183
84R,Smithville,TX,30.03048028,-97.16687194
85V,Ganado,AZ,35.70140278,-109.5103814
86F,Carnegie,OK,35.12061417,-98.5806175
87I,Yazoo City,MS,32.883215,-90.4636475
87Y,Madison,WI,43.10491444,-89.18553833
